X,Y,InitialLatitude,InitialLongitude,POOState
-118.306732249,34.660044919,34.66004,-118.30672,US-CA
-119.557312668,36.8738240660001,36.873819,-119.5573,US-CA
-118.410942531,37.362175193,,,US-CA
-117.93387214,34.1143948800001,34.11439,-117.93386,US-CA
-116.924734062,32.7463936770001,,,US-CA
-120.687169722,35.61520087,35.615196,-120.687157,US-CA
-118.447332252,34.4267248850001,34.42672,-118.44732,US-CA
-118.170042226,34.6588949270001,34.65889,-118.17003,US-CA
-117.373769051,34.195902921,34.195898,-117.373757,US-CA
-118.652112264,34.153244844,34.15324,-118.6521,US-CA
-118.761302281,34.145544837,34.14554,-118.76129,US-CA
-118.186982165,33.9001548420001,33.90015,-118.18697,US-CA
-118.174922231,34.703984931,34.70398,-118.17491,US-CA
-120.20261888,37.848643112,37.848638,-120.202606,US-CA
-121.382895968,36.968471949,36.968467,-121.382883,US-CA
-122.330963551,40.470755163,40.47075,-122.33095,US-CA
-118.84613247,36.0825450350001,36.08254,-118.84612,US-CA
-118.11105216,33.9915848570001,33.99158,-118.11104,US-CA
-118.181522168,33.9415348470001,33.94153,-118.18151,US-CA
-118.052112195,34.5268149190001,34.52681,-118.0521,US-CA
-118.061002153,34.0055548610001,34.00555,-118.06099,US-CA
-120.798739141,39.2110561860001,39.211051,-120.798726,US-CA
-117.787502111,34.0614048830001,34.0614,-117.78749,US-CA
-118.041062205,34.6752449360001,34.67524,-118.04105,US-CA
-118.026782152,34.072364871,34.07236,-118.02677,US-CA
-119.029811533,36.4005640550001,36.400559,-119.029799,US-CA
-118.041062205,34.6752449360001,34.67524,-118.04105,US-CA
-122.240280221,38.0575049810001,38.0575,-122.240267,US-CA
-119.661883735,37.3366561030001,37.336651,-119.661871,US-CA
-120.236226899,37.9603591200001,37.960354,-120.236214,US-CA
-121.153938162,38.931695135,38.93169,-121.153925,US-CA
-118.124702222,34.703994934,34.70399,-118.12469,US-CA
-123.68362494,41.07056069,,,US-CA
-118.178912166,33.9308748460001,33.93087,-118.1789,US-CA
-121.455813184,38.736505096,38.7365,-121.4558,US-CA
-123.701402752,41.1330606930001,,,US-CA
-120.660363268,40.3165382890001,40.316533,-120.66035,US-CA
-117.726672099,34.041134884,34.04113,-117.72666,US-CA
-118.121072218,34.66042493,34.66031,-118.14099,US-CA
-117.433679339,34.243823709,34.225262,-117.40967,US-CA
-122.906646791,41.497855187,41.49785,-122.906633,US-CA
-117.818282117,34.071644882,34.07164,-117.81827,US-CA
-117.289452029,34.1063949160001,,,US-CA
-119.921504601,35.614563919,35.614559,-119.921492,US-CA
-116.987712059,35.069355043,35.06907,-116.9869,US-CA
-121.86051311,37.59685497,37.59685,-121.8605,US-CA
-120.229020662,35.7436539120001,35.743649,-120.229008,US-CA
-117.282224001,33.7719878780001,33.771983,-117.282212,US-CA
-116.757477624,33.542958078,33.532246,-116.767011,US-CA
-118.186982165,33.9001548420001,33.90364,-118.1853,US-CA
-122.222713651,41.26266523,41.26266,-122.2227,US-CA
-118.940912655,37.682915187,37.69708,-118.955,US-CA
-117.446708482,34.1754802290001,34.164972,-117.461086,US-CA
-117.00722796,33.8507789020001,33.850774,-117.007216,US-CA
-116.900668878,33.01626981,33.016265,-116.900657,US-CA
-119.906012944,38.783405218,38.8058,-119.875,US-CA
-122.785846984,40.9175051570001,,,US-CA
-118.178412165,33.918724845,33.91872,-118.1784,US-CA
-116.897928988,34.4296719750001,34.429667,-116.897917,US-CA
-122.173097227,38.1892269960001,38.189222,-122.173084,US-CA
-117.024112068,35.0956550430001,35.09565,-117.0241,US-CA
-116.299968748,32.6681427990001,32.668138,-116.299957,US-CA
-122.721013357,38.579004986,38.579,-122.721,US-CA
-117.261660997,33.7645828780001,33.764578,-117.261649,US-CA
-118.123572161,33.9751848540001,33.97518,-118.12356,US-CA
-119.610951729,37.3593831090001,37.359378,-119.610939,US-CA
-122.466213592,40.619126162,40.619121,-122.4662,US-CA
-118.368222201,33.9616348390001,33.96163,-118.36821,US-CA
-119.376311622,36.7195140630001,36.719509,-119.376299,US-CA
-118.354722196,33.932994837,33.93299,-118.35471,US-CA
-120.987615189,39.351141183,39.351136,-120.987602,US-CA
-118.194152171,33.9528548480001,33.95285,-118.19414,US-CA
-118.170492167,33.949714849,33.94971,-118.17048,US-CA
-120.497998648,35.1372368360001,35.137232,-120.497986,US-CA
-118.094212154,33.950704853,33.95046,-118.09361,US-CA
-120.82311319,39.551595213,39.52493,-120.8124,US-CA
-117.978062148,34.1149248780001,34.11492,-117.97805,US-CA
-120.468922917,37.7977830880001,37.797778,-120.46891,US-CA
-118.132892221,34.6749949310001,34.67499,-118.13288,US-CA
-120.005412888,38.1890251570001,38.18646,-119.9839,US-CA
-117.270252982,33.5461648530001,33.54616,-117.270241,US-CA
-118.130542219,34.660264929,34.66026,-118.13053,US-CA
-117.803212114,34.066734883,34.06673,-117.8032,US-CA
-116.710011832,32.840004799,32.83548,-116.717,US-CA
-118.32526226,34.7556349280001,34.75563,-118.32525,US-CA
-122.38484675,41.74143825,41.741433,-122.384833,US-CA
-117.888132123,33.99899487,33.99899,-117.88812,US-CA
-119.464645651,36.8587830710001,36.858778,-119.464633,US-CA
-119.885042771,37.332492087,37.332487,-119.88503,US-CA
-118.38792223,34.2732748720001,34.27327,-118.38791,US-CA
-121.169888182,39.0713401460001,39.071335,-121.169875,US-CA
-122.304893531,40.360274157,40.360269,-122.30488,US-CA
-121.881543111,37.5760719670001,37.576067,-121.88153,US-CA
-116.976400778,32.8444491860001,,,US-CA
-117.171936393,34.102636375,34.09508,-117.1821,US-CA
-120.853126104,38.848804151,38.848799,-120.853113,US-CA
-118.506412255,34.338554872,34.33855,-118.5064,US-CA
-117.433992014,33.6082348510001,33.61126,-117.4255,US-CA
-120.876778106,38.8387301490001,38.838725,-120.876765,US-CA
-118.385512243,34.43355489,34.48804,-118.2866,US-CA
-117.044083968,33.8697249030001,33.86972,-117.044072,US-CA
-118.151312158,33.8771448420001,33.87714,-118.1513,US-CA
-120.894901087,38.661718132,38.661713,-120.894888,US-CA
-116.999570965,33.926398912,33.926394,-116.999559,US-CA
-122.417646699,41.3820552220001,41.38205,-122.417633,US-CA
-121.542230515,41.055872273,41.055867,-121.542217,US-CA
-118.167182227,34.6820749290001,34.68207,-118.16717,US-CA
-118.0582322,34.580204925,34.5802,-118.05822,US-CA
-118.130292221,34.6810749320001,34.68107,-118.13028,US-CA
-118.927412655,37.7059251900001,37.70592,-118.9274,US-CA
-118.582922243,34.0391148350001,34.03911,-118.58291,US-CA
-121.165113241,39.5316651840001,39.53166,-121.1651,US-CA
-118.130322221,34.681844932,34.68184,-118.13031,US-CA
-120.57855294,37.8476010840001,37.847596,-120.57854,US-CA
-122.208536313,38.842388047,38.842383,-122.208523,US-CA
-119.035276563,36.6859990830001,36.685994,-119.035264,US-CA
-117.806412114,34.065274882,34.066,-117.8039,US-CA
-118.144332226,34.7137549340001,34.71375,-118.14432,US-CA
-117.978062148,34.1149248780001,34.11492,-117.97805,US-CA
-117.978062148,34.1149248780001,34.11492,-117.97805,US-CA
-117.975612331,36.153005099,36.18184,-117.9794,US-CA
-120.799003063,38.583879133,38.583874,-120.79899,US-CA
-118.081752149,33.9131548500001,33.91315,-118.08174,US-CA
-116.737669413,33.60422565,33.593694,-116.725256,US-CA
-121.148315198,39.2189771600001,39.218972,-121.148302,US-CA
-118.260622177,33.896854838,33.89685,-118.26061,US-CA
-119.518111665,36.9065540720001,36.906549,-119.518099,US-CA
-120.795998062,38.585731133,38.585726,-120.795985,US-CA
-120.913339065,38.452281113,38.452276,-120.913326,US-CA
-123.222896511,39.2083219960001,39.208317,-123.222883,US-CA
-121.605092296,39.4271561410001,39.427151,-121.605079,US-CA
-122.23418624,38.2201439940001,38.220139,-122.234173,US-CA
-120.351425888,37.713366089,37.713361,-120.351413,US-CA
-120.974177148,39.044683159,39.044678,-120.974164,US-CA
-120.537117691,35.5311778720001,35.531173,-120.537105,US-CA
-118.686812305,34.5718148870001,34.57181,-118.6868,US-CA
-121.013646183,39.270938175,39.270933,-121.013633,US-CA
-121.293457187,38.963005127,38.963,-121.293444,US-CA
-116.950812001,34.4694449770001,34.47871,-116.9529,US-CA
-118.47390226,34.4663848880001,34.46638,-118.47389,US-CA
-116.965198998,34.400264968,34.40026,-116.965187,US-CA
-117.806432114,34.0656048820001,34.0656,-117.80642,US-CA
-121.180480106,38.452005093,38.452,-121.180467,US-CA
-118.344512194,33.929924837,33.92992,-118.3445,US-CA
-120.213513103,39.6315052680001,39.66941,-120.2385,US-CA
-123.389830564,39.4284719990001,39.428467,-123.389817,US-CA
-118.325512262,34.77605493,34.77605,-118.3255,US-CA
-118.361312194,33.8908248320001,33.89082,-118.3613,US-CA
-118.555312265,34.3621648720001,34.36216,-118.5553,US-CA
-122.383139564,40.5068691610001,40.506864,-122.383126,US-CA
-122.143185325,39.018220066,39.018215,-122.143172,US-CA
-119.463207675,37.0809560920001,37.080951,-119.463195,US-CA
-118.368512199,33.9454348370001,33.94543,-118.3685,US-CA
-118.368512199,33.9381148360001,33.93811,-118.3685,US-CA
-118.046762148,33.9754348590001,33.97543,-118.04675,US-CA
-118.145112166,33.9953748550001,33.99537,-118.1451,US-CA
-120.998758145,38.994818153,38.994813,-120.998745,US-CA
-121.581013353,39.8785051790001,39.8785,-121.581,US-CA
-118.23023218,33.9859248490001,33.99071,-118.23023,US-CA
-118.15157217,34.0341548590001,34.03415,-118.15156,US-CA
-118.291902186,33.9333948400001,33.93339,-118.29189,US-CA
-117.108505977,33.8397708960001,33.839766,-117.108494,US-CA
-120.622548006,38.345909125,38.345904,-120.622535,US-CA
-118.186982165,33.9001548420001,33.90015,-118.18697,US-CA
-121.130730386,40.6229222750001,40.622917,-121.130717,US-CA
-117.151491945,33.335888835,33.335884,-117.15148,US-CA
-122.416130558,40.4311881530001,40.431183,-122.416117,US-CA
-121.057495927,37.0608499800001,37.060845,-121.057483,US-CA
-118.040622155,34.0806448710001,34.08064,-118.04061,US-CA
-118.076052202,34.5709749230001,34.57097,-118.07604,US-CA
-120.886713251,39.9337752390001,39.68374,-120.989,US-CA
-121.045515173,39.1531631620001,39.153158,-121.045502,US-CA
-121.715952342,39.642278149,39.642273,-121.715939,US-CA
-123.68473604,41.07306069,,,US-CA
-116.862589423,33.733940488,33.737636,-116.862611,US-CA
-117.973752148,34.13230488,34.1323,-117.97374,US-CA
-117.978012147,34.1046848770001,34.10468,-117.978,US-CA
-117.764812104,34.0240248800001,34.02402,-117.7648,US-CA
-118.291902186,33.9328048400001,33.9328,-118.29189,US-CA
-118.162562211,34.495414909,34.49541,-118.16255,US-CA
-117.764812104,34.0240248800001,34.02402,-117.7648,US-CA
-123.133071402,38.455497945,38.455493,-123.133058,US-CA
-118.135622223,34.689434932,34.69102,-118.13586,US-CA
-121.611830302,39.4639381430001,39.463933,-121.611817,US-CA
-118.037212151,34.0301048650001,34.0301,-118.0372,US-CA
-120.573345008,38.4322231370001,38.432218,-120.573332,US-CA
-117.025042935,33.4926318600001,33.492627,-117.025031,US-CA
-117.712822133,34.4831149340001,34.48311,-117.71281,US-CA
-118.501962291,34.7745849200001,34.76022,-118.46654,US-CA
-118.344412194,33.9305248370001,33.93052,-118.3444,US-CA
-121.651363507,40.8916552520001,40.89165,-121.65135,US-CA
-117.960512141,34.0695048740001,34.0695,-117.9605,US-CA
-121.945592538,40.791078219,40.791073,-121.945579,US-CA
-122.967912368,38.3794129520001,38.379408,-122.967899,US-CA
-122.387573781,41.9329052630001,41.9329,-122.38756,US-CA
-121.090702124,38.712974122,38.712969,-121.090689,US-CA
-117.951912182,34.5779549310001,34.57795,-117.9519,US-CA
-122.33011369,41.411835232,41.41183,-122.3301,US-CA
-118.214712177,33.9841048500001,33.9841,-118.2147,US-CA
-122.106610208,38.112984995,38.11298,-122.106597,US-CA
-118.356212227,34.310694878,34.31069,-118.3562,US-CA
-118.356362226,34.296024876,34.29602,-118.35635,US-CA
-118.209772171,33.9231948440001,33.92319,-118.20976,US-CA
-120.318697878,37.6674800870001,37.667475,-120.318685,US-CA
-121.999513162,37.8582549820001,37.85825,-121.9995,US-CA
-121.984995079,37.1455199220001,37.145515,-121.984982,US-CA
-122.004438238,38.489671034,38.489666,-122.004425,US-CA
-120.291513067,39.2630882300001,39.26293,-120.2912,US-CA
-120.433766624,34.990988825,34.990984,-120.433754,US-CA
-121.891763398,39.8592051520001,39.8592,-121.89175,US-CA
-117.044083968,33.8697249030001,33.86972,-117.044072,US-CA
-123.262880546,39.4324550090001,39.43245,-123.262867,US-CA
-120.852610005,38.031049081,38.031044,-120.852597,US-CA
-120.685195722,35.61514687,35.615142,-120.685183,US-CA
-118.496712547,37.379322189,37.379317,-118.4967,US-CA
-122.706201415,39.059793025,39.059788,-122.706188,US-CA
-123.635213814,40.9428750860001,40.9639,-123.6421,US-CA
-118.348952191,33.8827248310001,33.88272,-118.34894,US-CA
-120.89919702,38.0976560830001,38.097651,-120.899184,US-CA
-120.098533816,37.4319530810001,37.431948,-120.098521,US-CA
-118.11256222,34.704084935,34.70408,-118.11255,US-CA
-120.968838062,38.358782101,38.358777,-120.968825,US-CA
-121.146613106,38.4957590990001,38.495754,-121.1466,US-CA
-120.996719107,38.695217127,38.695212,-120.996706,US-CA
-117.633067647,33.5844492370001,,,US-CA
-118.478212366,35.640125013,35.63654,-118.4767,US-CA
-121.192881107,38.4393650910001,38.43936,-121.192868,US-CA
-119.820062709,36.8591240470001,36.859119,-119.82005,US-CA
-122.906146678,40.7549881350001,40.754983,-122.906133,US-CA
-118.811612461,36.0431350330001,36.05653,-118.777,US-CA
-119.763312823,37.966135154,37.96613,-119.7633,US-CA
-118.993312666,37.700665185,37.6951,-119.0037,US-CA
-118.880012644,37.6729651900001,37.41731,-118.4405,US-CA
-120.655845997,38.2320051130001,38.232,-120.655833,US-CA
-120.335263917,37.978790114,37.978785,-120.335251,US-CA
-118.167182227,34.6820749290001,34.68207,-118.16717,US-CA
-120.808813236,39.9139152440001,39.91391,-120.8088,US-CA
-121.078180183,39.194617163,39.194612,-121.078167,US-CA
-118.256812175,33.8737448360001,33.87391,-118.2321,US-CA
-117.976312147,34.1165448780001,34.11654,-117.9763,US-CA
-120.496516696,35.6598928870001,35.659888,-120.496504,US-CA
-118.153232168,34.004974856,34.00497,-118.15322,US-CA
-120.995508193,39.370907184,39.370902,-120.995495,US-CA
-120.395662952,38.196555129,38.19655,-120.39565,US-CA
-118.167182227,34.6820749290001,34.68207,-118.16717,US-CA
-117.800712112,34.04333488,34.04333,-117.8007,US-CA
-119.00991238,34.8247548950001,34.82388,-119.0093,US-CA
-123.066207441,38.84350898,38.843504,-123.066194,US-CA
-122.309729509,40.199019144,40.199014,-122.309716,US-CA
-122.238080561,40.6414551830001,40.64145,-122.238067,US-CA
-119.288212415,34.700564865,34.77324,-119.6378,US-CA
-117.460368036,33.8292578750001,33.829253,-117.460356,US-CA
-118.327790134,35.5638939140001,,,US-CA
-121.674030029,37.1251049420001,37.1251,-121.674017,US-CA
-120.858063146,39.1751781790001,39.175173,-120.85805,US-CA
-120.50975424,40.287417299,40.287412,-120.509741,US-CA
-121.050296328,40.2997882560001,40.299783,-121.050283,US-CA
-121.681353091,37.6636579880001,37.663653,-121.68134,US-CA
-115.393511824,35.601115201,35.5511,-115.4153,US-CA
-122.333614558,40.5214331660001,40.521428,-122.333601,US-CA
-122.287513538,40.430838163,40.430833,-122.2875,US-CA
-121.126522143,38.8170751280001,38.81707,-121.126509,US-CA
-116.994734074,32.7444491730001,,,US-CA
-118.804012288,34.1491448350001,34.14914,-118.804,US-CA
-122.01758126,38.6495200460001,38.649515,-122.017568,US-CA
-118.175652187,34.185154875,34.18515,-118.17564,US-CA
-118.407222236,34.310574875,34.31057,-118.40721,US-CA
-118.002342147,34.061264871,34.06126,-118.00233,US-CA
-121.055286112,38.6544681190001,38.654463,-121.055273,US-CA
-120.649691023,38.449589132,38.449584,-120.649678,US-CA
-121.580513344,39.8125051740001,39.8125,-121.5805,US-CA
-117.835472156,34.50608493,34.50608,-117.83546,US-CA
-116.91195886,32.747923777,32.747919,-116.911947,US-CA
-120.391211734,36.2090629460001,36.209058,-120.391199,US-CA
-122.389906541,40.340730148,40.340725,-122.389893,US-CA
-120.764424012,38.211861103,38.211856,-120.764411,US-CA
-120.312363608,35.022424836,35.02242,-120.312351,US-CA
-117.171424991,33.8797778970001,33.879773,-117.171413,US-CA
-117.288701002,33.767878877,33.767874,-117.288689,US-CA
-121.195844157,38.8431781250001,38.843173,-121.195831,US-CA
-121.039687146,38.951061146,38.951056,-121.039674,US-CA
-118.118802211,34.583884922,34.58388,-118.11879,US-CA
-123.608713803,40.8950350850001,40.90522,-123.6104,US-CA
-117.333260054,34.3115209370001,34.311516,-117.333248,US-CA
-118.03080215,34.031254866,34.03125,-118.03079,US-CA
-123.529485499,38.769671939,38.769667,-123.529472,US-CA
-123.243087429,38.547925944,38.547921,-123.243074,US-CA
-123.799630618,39.3902379630001,39.390233,-123.799617,US-CA
-121.26914325,39.472797171,39.472792,-121.26913,US-CA
-118.072492153,33.988414859,33.98841,-118.07248,US-CA
-119.630697724,37.2807131000001,37.280708,-119.630685,US-CA
-121.143640154,38.8817781320001,38.881773,-121.143627,US-CA
-116.835042897,33.423680862,33.423676,-116.835031,US-CA
-118.033012369,36.4361051240001,36.55236,-118.0505,US-CA
-120.899346415,41.0673383290001,41.067333,-120.899333,US-CA
-117.622112218,35.6086150630001,35.61524,-117.6272,US-CA
-122.333510557,40.512869166,40.512864,-122.333497,US-CA
-119.552112832,38.333645204,38.27615,-119.6167,US-CA
-118.105082159,33.987614857,33.98761,-118.10507,US-CA
-120.524748991,38.349164133,38.349159,-120.524736,US-CA
-118.176212171,33.9980248540001,33.99802,-118.1762,US-CA
-120.187926903,38.066381133,38.066376,-120.187914,US-CA
-118.192442228,34.6456249240001,34.64562,-118.19243,US-CA
-118.192372227,34.634834923,34.63483,-118.19236,US-CA
-118.094272207,34.5873849230001,34.58738,-118.09426,US-CA
-117.953832133,33.9898048650001,33.9898,-117.95382,US-CA
-117.336976005,33.6978268670001,33.697822,-117.336964,US-CA
-120.617269949,37.8681620840001,37.868157,-120.617257,US-CA
-120.899163415,41.067188329,41.067183,-120.89915,US-CA
-117.835472156,34.50608493,34.50608,-117.83546,US-CA
-116.987312059,35.069035043,35.06903,-116.9873,US-CA
-118.214482173,33.9368448450001,33.93684,-118.21447,US-CA
-118.366242197,33.9262948350001,33.92629,-118.36623,US-CA
-117.459689656,34.301974645,34.32992,-117.5131,US-CA
-117.959012146,34.132174881,34.13608,-117.9548,US-CA
-120.853352028,38.2275620980001,38.227557,-120.853339,US-CA
-118.343912194,33.929584837,33.92958,-118.3439,US-CA
-121.171980086,38.2926190800001,38.292614,-121.171967,US-CA
-120.859976015,38.1091620870001,38.109157,-120.859963,US-CA
-121.545428295,39.493206151,39.493201,-121.545415,US-CA
-118.003822147,34.0541948700001,34.05419,-118.00381,US-CA
-119.070612555,36.557138068,36.557133,-119.0706,US-CA
-121.171328083,38.2732020780001,38.273197,-121.171315,US-CA
-120.94267309,38.6209421250001,38.620937,-120.94266,US-CA
-122.891068359,38.393434959,38.39343,-122.891055,US-CA
-122.338380149,37.299867911,37.299863,-122.338367,US-CA
-121.244346007,37.519838007,37.519833,-121.244333,US-CA
-116.863956876,33.0730978190001,33.073093,-116.863945,US-CA
-118.125202154,33.8866148440001,33.88661,-118.12519,US-CA
-118.117292152,33.877534844,33.87753,-118.11728,US-CA
-117.171924009,34.1026309220001,34.102626,-117.171912,US-CA
-117.35425202,33.8490558830001,33.849051,-117.35424,US-CA
-118.059642151,33.982744859,33.98274,-118.05963,US-CA
-122.363792551,40.4359121570001,40.435907,-122.363779,US-CA
-121.518206291,39.4890171530001,39.489012,-121.518193,US-CA
-117.664500075,33.873461869,33.873457,-117.664488,US-CA
-121.752096131,37.917872005,37.917867,-121.752083,US-CA
-120.961221094,38.631960125,38.631955,-120.961208,US-CA
-118.13021222,34.675004931,34.69964,-118.13049,US-CA
-118.168882163,33.9072148440001,33.90721,-118.16887,US-CA
-117.766123184,33.7661159510001,,,US-CA
-120.814658079,38.7003891420001,38.700384,-120.814645,US-CA
-118.211502231,34.6381749220001,34.63817,-118.21149,US-CA
-120.947157153,39.1200181670001,39.120013,-120.947144,US-CA
-120.866812783,35.9525148910001,35.95251,-120.8668,US-CA
-123.70695825,41.115282891,,,US-CA
-122.105713098,37.1534549150001,37.15345,-122.1057,US-CA
-121.364602235,39.246903145,39.246898,-121.364589,US-CA
-117.823912122,34.119734887,34.11973,-117.8239,US-CA
-122.199944229,38.169323993,38.169319,-122.199931,US-CA
-124.08504688,40.950322047,40.950317,-124.085033,US-CA
-118.189982177,34.032234857,34.03223,-118.18997,US-CA
-120.197369851,37.60200309,37.601998,-120.197357,US-CA
-121.831430481,40.5200222080001,40.520017,-121.831417,US-CA
-122.340480676,41.3064552230001,41.30645,-122.340467,US-CA
-117.942902141,34.107074879,34.10707,-117.94289,US-CA
-122.561237293,38.250848972,38.250844,-122.561224,US-CA
-118.188412165,33.891144841,33.89114,-118.1884,US-CA
-118.179812165,33.912514844,33.91251,-118.1798,US-CA
-119.999795979,38.9410552250001,38.94105,-119.999783,US-CA
-116.904378865,32.825467787,32.825463,-116.904367,US-CA
-118.183512165,33.905514843,33.90551,-118.1835,US-CA
-122.972496808,41.5459381850001,41.545933,-122.972483,US-CA
-117.189791951,33.3252518310001,33.325247,-117.18978,US-CA
-121.008713209,39.471755192,39.46813,-121.0051,US-CA
-114.652811623,34.8721551580001,34.88623,-114.7186,US-CA
-117.669859121,34.42584193,,,US-CA
-122.765113708,41.0961351710001,41.10513,-122.7857,US-CA
-121.41504925,39.2996891450001,39.299684,-121.415036,US-CA
-120.633350958,37.9249970870001,37.924992,-120.633338,US-CA
-118.17169223,34.703984932,34.70398,-118.17168,US-CA
-118.254312179,33.9279648420001,33.92815,-118.2391,US-CA
-117.461812071,34.2511549230001,34.2016,-117.4057,US-CA
-116.362266761,32.7074458000001,32.707441,-116.362255,US-CA
-120.632770949,37.8466050800001,37.8466,-120.632758,US-CA
-116.499511792,32.800424805,32.80453,-116.5045,US-CA
-117.960512141,34.0695048740001,34.0695,-117.9605,US-CA
-117.731142101,34.057374886,34.05737,-117.73113,US-CA
-122.204396693,41.5567052530001,41.5567,-122.204383,US-CA
-123.751530829,40.9313570750001,40.931352,-123.751517,US-CA
-118.353282198,33.9594248400001,33.95942,-118.35327,US-CA
-118.185312165,33.9036448430001,33.91241,-118.1796,US-CA
-118.219022236,34.6821149260001,34.68134,-118.2176,US-CA
-123.65640273,41.0305606900001,,,US-CA
-118.810112477,36.21067205,36.210667,-118.8101,US-CA
-120.670536951,37.819577075,37.819572,-120.670524,US-CA
-121.578046084,37.7419720030001,37.741967,-121.578033,US-CA
-116.979408933,33.574664872,33.57466,-116.979397,US-CA
-120.156812902,38.099215138,38.09382,-120.1645,US-CA
-123.927913773,40.3801550220001,40.38015,-123.9279,US-CA
-123.928596774,40.382255022,40.38225,-123.928583,US-CA
-117.926312129,33.996414868,33.99641,-117.9263,US-CA
-122.229026486,40.124470145,40.124465,-122.229013,US-CA
-117.900412125,33.9942448690001,33.99424,-117.9004,US-CA
-117.453487038,33.858406879,33.858402,-117.453475,US-CA
-120.872866084,38.6603861340001,38.660381,-120.872853,US-CA
-118.179812165,33.912514844,33.91251,-118.1798,US-CA
-121.013563099,38.602153118,38.602148,-121.01355,US-CA
-121.548680294,39.48208815,39.482083,-121.548667,US-CA
-123.382013755,40.7969550970001,40.79764,-123.4046,US-CA
-118.28355224,34.606234914,34.60623,-118.28354,US-CA
-117.278612032,34.1649449230001,34.2,-117.2849,US-CA
-120.95351329,40.136275251,40.14491,-120.9598,US-CA
-118.08022216,34.0516648650001,34.05166,-118.08021,US-CA
-120.685346313,40.6023383100001,40.602333,-120.685333,US-CA
-120.484513268,40.5166723200001,40.516667,-120.4845,US-CA
-118.105142181,34.258494887,34.25849,-118.10513,US-CA
-118.093812179,34.2554448870001,34.25839,-118.105,US-CA
-118.174852229,34.6893149300001,34.68931,-118.17484,US-CA
-118.219022236,34.6821149260001,34.68211,-118.21901,US-CA
-118.07669221,34.660664932,34.66066,-118.07668,US-CA
-122.293202158,37.4374979250001,37.437493,-122.293189,US-CA
-123.665569434,41.0505606900001,,,US-CA
-123.65640273,41.0305606900001,,,US-CA
-120.656996293,40.4938383040001,40.493833,-120.656983,US-CA
-122.001737231,38.43880003,38.438795,-122.001724,US-CA
-120.71168031,40.551172304,40.551167,-120.711667,US-CA
-121.57876333,39.7122381660001,39.712233,-121.57875,US-CA
-119.701866712,37.065932074,37.065927,-119.701854,US-CA
-118.273512176,33.8486148320001,33.0479,-118.593,US-CA
-120.537326938,37.887933091,37.887928,-120.537314,US-CA
-116.815691933,33.9282499220001,33.928245,-116.81568,US-CA
-120.812100142,39.201860185,39.201855,-120.812087,US-CA
-120.09051327,40.97533839,40.975333,-120.0905,US-CA
-120.44301889,37.596564072,37.596559,-120.443006,US-CA
-118.040862147,33.979074859,33.97907,-118.04085,US-CA
-118.544772268,34.421734879,34.42173,-118.54476,US-CA
-119.999795979,38.9410552250001,38.94105,-119.999783,US-CA
-122.988697422,38.7846519820001,38.784647,-122.988684,US-CA
-117.938132141,34.1216048810001,34.1216,-117.93812,US-CA
-120.831191087,38.736569144,38.736564,-120.831178,US-CA
-120.400290828,37.101949029,,,US-CA
-120.95999315,39.078505163,39.0785,-120.95998,US-CA
-118.174852229,34.6893149300001,34.68931,-118.17484,US-CA
-117.142338971,33.690192876,33.690188,-117.142327,US-CA
-121.970680674,41.6645882810001,41.664583,-121.970667,US-CA
-119.163624582,36.672383073,36.672378,-119.163612,US-CA
-120.651356704,35.4842858600001,35.484281,-120.651344,US-CA
-120.417213078,39.1871852140001,39.11821,-120.4502,US-CA
-121.013685114,38.7244631290001,38.724458,-121.013672,US-CA
-122.699230775,41.597622212,41.597617,-122.699217,US-CA
-122.823628756,41.3507831840001,41.350778,-122.823615,US-CA
-120.687918999,38.2000131080001,38.200008,-120.687906,US-CA
-122.641171783,41.703787225,41.703782,-122.641158,US-CA
-122.771465325,38.2577389570001,38.257734,-122.771452,US-CA
-118.063862153,34.002974861,34.00297,-118.06385,US-CA
-122.410580792,41.9810552650001,41.98105,-122.410567,US-CA
-123.279930602,39.827188037,39.827183,-123.279917,US-CA
-122.855966798,41.5908001980001,41.590795,-122.855953,US-CA
-118.036102151,34.0420048670001,34.042,-118.03609,US-CA
-122.021563692,41.7292222820001,41.729217,-122.02155,US-CA
-117.379445022,33.829017879,33.829013,-117.379433,US-CA
-118.579452242,34.0399948360001,34.12336,-118.59083,US-CA
-117.547809243,33.7295937590001,,,US-CA
-118.187012165,33.900094842,33.90009,-118.187,US-CA
-120.575780282,40.510255312,40.51025,-120.575767,US-CA
-120.575530282,40.5105723120001,40.510567,-120.575517,US-CA
-120.575080282,40.510522312,40.510517,-120.575067,US-CA
-120.536130274,40.502805315,40.5028,-120.536117,US-CA
-118.030002153,34.07046487,34.07333,-118.02824,US-CA
-117.562212049,33.7625548620001,33.74588,-117.5822,US-CA
-121.983180529,40.688172208,40.688167,-121.983167,US-CA
-123.246213739,40.8222051110001,40.8222,-123.2462,US-CA
-122.09506355,40.717372201,40.717367,-122.09505,US-CA
-122.464680737,41.579072232,41.579067,-122.464667,US-CA
-120.604913384,41.1765383630001,41.176533,-120.6049,US-CA
-121.273653447,40.882896283,40.882891,-121.27364,US-CA
-121.326980453,40.864638277,40.864633,-121.326967,US-CA
-120.577346301,40.6401723220001,40.640167,-120.577333,US-CA
-118.370012196,33.8978548320001,33.89785,-118.37,US-CA
